Fecha,Canal,Categoria,Comentario
2025-09-18,Tienda fisica,Servicio,La app se cierra al pagar y perdi el carrito varias veces.
2025-09-18,WhatsApp,Entrega,Los cupones y promociones si funcionan; ahorre bastante. Volvere pronto.
2025-09-18,App,Producto,Hice la compra por la web sin inconvenientes notables.
2025-09-18,App,Entrega,La atencion fue fria y tardaron en darme respuesta. Necesito solucion urgente. Realice el reclamo en la tienda y nadie respondio.
2025-09-18,Web,Atencion,El empaque vino impecable y se agradece el detalle de la nota. Hice el pedido desde Santo Domingo y todo salio excelente.
2025-09-18,App,Atencion,La posventa es inexistente; nadie se hace responsable. Muy decepcionado.
2025-09-18,WhatsApp,Producto,"El chat me dejo en espera mas de 30 minutos, pesima experiencia. Esperaba algo mejor. Realice el reclamo en la tienda y nadie respondio."
2025-09-18,Tienda fisica,Servicio,Los precios son altos para la calidad que ofrecen. Muy decepcionado. Realice el reclamo por WhatsApp y nadie respondio.
2025-09-19,Tienda fisica,Entrega,Respondieron por WhatsApp en minutos; servicio al cliente de primera.
2025-09-19,Web,Atencion,El manual es claro y todo funciono a la primera. Recomendado.
2025-09-19,Web,Entrega,Cancelaron el pedido sin mi autorizacion ni alternativas.
2025-09-20,App,Entrega,El manual es confuso y no encontre soporte tecnico util. No volvere a comprar.
2025-09-20,Tienda fisica,Producto,La app es intuitiva y pude completar la compra sin problemas. Volvere pronto.
2025-09-20,WhatsApp,Servicio,Los precios son altos para la calidad que ofrecen.
2025-09-20,Tienda fisica,Servicio,Muy buena experiencia en la tienda fisica; rapidos y cordiales. Recomendado.
2025-09-21,Tienda fisica,Servicio,Cambie la direccion y el sistema lo acepto correctamente. Soy de Puerto Plata y el proceso fue estandar.
2025-09-21,Tienda fisica,Atencion,Me atendieron super rapido y resolvieron todo en la primera llamada. Hice el pedido desde Santiago y todo salio excelente.
2025-09-22,App,Atencion,Hice la compra por la web sin inconvenientes notables.
2025-09-22,Web,Producto,Respondieron por WhatsApp en minutos; servicio al cliente de primera. Volvere pronto. Hice el pedido desde Santiago y todo salio excelente.
2025-09-22,App,Atencion,La app se cierra al pagar y perdi el carrito varias veces.
2025-09-22,Web,Entrega,La descripcion no coincide con lo que recibi; me siento enganado. Esperaba algo mejor.
2025-09-22,App,Atencion,Muy buena experiencia en la tienda fisica; rapidos y cordiales. Recomendado. Hice el pedido desde Bavaro y todo salio excelente.
2025-09-22,Instagram,Producto,Los cupones y promociones si funcionan; ahorre bastante. Recomendado.
2025-09-23,App,Producto,El pedido llego tarde y nadie contestaba mis mensajes. No volvere a comprar.
2025-09-23,App,Atencion,El manual es confuso y no encontre soporte tecnico util.
2025-09-23,WhatsApp,Producto,El producto coincide exactamente con la descripcion y fotos del sitio.
2025-09-23,App,Atencion,Me llamaron para confirmar la orden; todo en orden. Vere el desempeno durante la semana.
2025-09-23,App,Servicio,El personal fue amable y paciente; me guiaron paso a paso. Volvere pronto.
2025-09-24,Instagram,Producto,Me llamaron para confirmar detalles y evitar errores; se agradece.
2025-09-24,App,Atencion,El personal fue amable y paciente; me guiaron paso a paso. Hice el pedido desde Santiago y todo salio muy bien.
2025-09-24,App,Entrega,"El tiempo de entrega fue el esperado, nada fuera de lo normal. Soy de La Romana y el proceso fue estandar. Vere el desempeno durante la semana."
2025-09-24,Tienda fisica,Atencion,La posventa es inexistente; nadie se hace responsable. Realice el reclamo en la tienda y nadie respondio.
2025-09-24,Web,Servicio,Los cupones y promociones si funcionan; ahorre bastante.
2025-09-25,App,Atencion,Respondieron por WhatsApp en minutos; servicio al cliente de primera. Hice el pedido desde Santo Domingo y todo salio muy bien.
2025-09-25,WhatsApp,Atencion,Muy buena experiencia en la tienda fisica; rapidos y cordiales. Volvere pronto.
2025-09-25,WhatsApp,Atencion,Los cupones y promociones si funcionan; ahorre bastante.
2025-09-26,WhatsApp,Servicio,La app funciona; podria ser mas rapida en algunos pasos. Vere el desempeno durante la semana.
2025-09-26,Tienda fisica,Entrega,"La atencion fue correcta, sin destacar demasiado. Soy de Bavaro y el proceso fue estandar."
2025-09-26,Instagram,Entrega,Me ofrecieron una solucion inmediata y quede satisfecho. Se ganaron un cliente fiel.
2025-09-26,Tienda fisica,Servicio,No pude rastrear el pedido; el enlace nunca funciono. Esperaba algo mejor.
2025-09-26,Tienda fisica,Atencion,El producto cumple con lo basico segun la descripcion. Vere el desempeno durante la semana.
2025-09-26,Tienda fisica,Entrega,El empaque vino impecable y se agradece el detalle de la nota. Hice el pedido desde Bavaro y todo salio excelente.
2025-09-26,App,Servicio,Los cupones y promociones si funcionan; ahorre bastante. Recomendado.
2025-09-26,Tienda fisica,Servicio,"La calidad del producto supero mis expectativas, se nota el cuidado. Gracias por el buen servicio."
2025-09-27,Web,Entrega,Respondieron por WhatsApp en minutos; servicio al cliente de primera. Volvere pronto.
2025-09-27,Web,Atencion,"Excelente relacion calidad-precio, definitivamente volveria a comprar."
2025-09-28,App,Producto,El producto cumple con lo basico segun la descripcion.
2025-09-28,App,Servicio,"Excelente relacion calidad-precio, definitivamente volveria a comprar."
2025-09-28,WhatsApp,Entrega,La app funciona; podria ser mas rapida en algunos pasos.
2025-09-28,Tienda fisica,Servicio,La app es intuitiva y pude completar la compra sin problemas.
2025-09-28,Tienda fisica,Atencion,Me rechazaron el cupon en caja sin explicacion.
2025-09-28,WhatsApp,Entrega,La app funciona; podria ser mas rapida en algunos pasos.
2025-09-28,Tienda fisica,Atencion,La atencion fue fria y tardaron en darme respuesta. Necesito solucion urgente.
2025-09-28,App,Entrega,El manual es claro y todo funciono a la primera. Hice el pedido desde Santo Domingo y todo salio muy bien.
2025-09-29,Instagram,Entrega,Me ofrecieron una solucion inmediata y quede satisfecho. Se ganaron un cliente fiel.
2025-09-29,App,Entrega,El precio esta dentro de lo razonable para el mercado. Soy de Puerto Plata y el proceso fue estandar.
2025-09-29,WhatsApp,Atencion,"El empaque es sencillo, pero suficiente para proteger. Vere el desempeno durante la semana."
2025-09-29,Instagram,Atencion,"Excelente relacion calidad-precio, definitivamente volveria a comprar. Recomendado."
2025-09-29,Tienda fisica,Atencion,Muy buena experiencia en la tienda fisica; rapidos y cordiales. Recomendado.
2025-09-29,Tienda fisica,Producto,La descripcion no coincide con lo que recibi; me siento enganado. Muy decepcionado. Realice el reclamo por WhatsApp y nadie respondio.
2025-09-30,WhatsApp,Producto,"El chat me dejo en espera mas de 30 minutos, pesima experiencia. Necesito solucion urgente."
2025-09-30,App,Producto,"El empaque es sencillo, pero suficiente para proteger. Vere el desempeno durante la semana."
2025-09-30,App,Producto,El manual es confuso y no encontre soporte tecnico util. Muy decepcionado.
2025-09-30,App,Producto,Cancelaron el pedido sin mi autorizacion ni alternativas. Muy decepcionado. Realice el reclamo por correo y nadie respondio.
2025-10-01,Instagram,Atencion,Pude rastrear el pedido en todo momento; transparencia total. Gracias por el buen servicio. Hice el pedido desde La Romana y todo salio perfecto.
2025-10-01,Instagram,Entrega,"Excelente relacion calidad-precio, definitivamente volveria a comprar. Se ganaron un cliente fiel. Hice el pedido desde Santiago y todo salio excelente."
2025-10-01,Instagram,Producto,Me ofrecieron una solucion inmediata y quede satisfecho.
2025-10-01,App,Atencion,La entrega llego antes de la fecha estimada y en perfecto estado.
2025-10-01,Tienda fisica,Producto,"La calidad del producto supero mis expectativas, se nota el cuidado."
2025-10-02,App,Servicio,Muy buena experiencia en la tienda fisica; rapidos y cordiales. Recomendado.
2025-10-02,Instagram,Servicio,La atencion fue fria y tardaron en darme respuesta. No volvere a comprar.
2025-10-02,Tienda fisica,Atencion,Pude rastrear el pedido en todo momento; transparencia total.
2025-10-02,Tienda fisica,Servicio,Me ofrecieron una solucion inmediata y quede satisfecho. Recomendado.
2025-10-02,Tienda fisica,Atencion,"El chat me dejo en espera mas de 30 minutos, pesima experiencia."
2025-10-02,WhatsApp,Servicio,El pedido llego tarde y nadie contestaba mis mensajes. No volvere a comprar. Realice el reclamo por Instagram y nadie respondio.
2025-10-02,WhatsApp,Atencion,Me ofrecieron una solucion inmediata y quede satisfecho.
2025-10-02,App,Producto,"El chat me dejo en espera mas de 30 minutos, pesima experiencia. Muy decepcionado."
2025-10-03,Instagram,Producto,La app se cierra al pagar y perdi el carrito varias veces.
2025-10-03,App,Producto,"Excelente relacion calidad-precio, definitivamente volveria a comprar. Gracias por el buen servicio."
2025-10-03,Tienda fisica,Producto,"La calidad del producto supero mis expectativas, se nota el cuidado. Gracias por el buen servicio."
2025-10-03,App,Atencion,No respetaron la fecha de entrega y no avisaron a tiempo.
2025-10-03,Tienda fisica,Servicio,Recibi el paquete hoy; todavia no lo pruebo.
2025-10-03,Tienda fisica,Entrega,No pude rastrear el pedido; el enlace nunca funciono.
2025-10-04,Web,Atencion,La entrega llego antes de la fecha estimada y en perfecto estado. Gracias por el buen servicio. Hice el pedido desde San Cristobal y todo salio muy bien.
2025-10-04,WhatsApp,Atencion,El empaque llego golpeado y la caja estaba abierta. Esperaba algo mejor.
2025-10-04,App,Servicio,En la tienda fisica me pasaron de un empleado a otro sin resolver.
2025-10-04,WhatsApp,Producto,Me atendieron super rapido y resolvieron todo en la primera llamada. Volvere pronto.
2025-10-04,Web,Producto,Cambie la direccion y el sistema lo acepto correctamente. Soy de San Cristobal y el proceso fue estandar. Vere el desempeno durante la semana.
2025-10-04,Web,Atencion,Me llamaron para confirmar detalles y evitar errores; se agradece. Recomendado. Hice el pedido desde La Romana y todo salio excelente.
2025-10-04,Web,Entrega,La app funciona; podria ser mas rapida en algunos pasos.
2025-10-04,App,Servicio,El empaque llego golpeado y la caja estaba abierta. Necesito solucion urgente. Realice el reclamo en la tienda y nadie respondio.
2025-10-04,Instagram,Atencion,La atencion fue fria y tardaron en darme respuesta. Esperaba algo mejor.
2025-10-05,WhatsApp,Atencion,El producto vino defectuoso y el cambio ha sido muy lento. Muy decepcionado.
2025-10-05,Web,Servicio,Me ofrecieron una solucion inmediata y quede satisfecho. Volvere pronto.
2025-10-05,Instagram,Servicio,Me rechazaron el cupon en caja sin explicacion. No volvere a comprar. Realice el reclamo por Instagram y nadie respondio.
2025-10-05,Tienda fisica,Entrega,La posventa es inexistente; nadie se hace responsable. Necesito solucion urgente.
2025-10-05,Tienda fisica,Producto,La entrega llego antes de la fecha estimada y en perfecto estado.
2025-10-05,App,Servicio,El personal fue amable y paciente; me guiaron paso a paso. Recomendado. Hice el pedido desde Santo Domingo y todo salio perfecto.
2025-10-06,Instagram,Atencion,El producto cumple con lo basico segun la descripcion.
2025-10-06,Tienda fisica,Producto,Cambie la direccion y el sistema lo acepto correctamente. Vere el desempeno durante la semana.
2025-10-06,Tienda fisica,Atencion,Me rechazaron el cupon en caja sin explicacion.
2025-10-06,App,Servicio,El producto cumple con lo basico segun la descripcion.
2025-10-06,Instagram,Producto,"El chat me dejo en espera mas de 30 minutos, pesima experiencia."
2025-10-06,WhatsApp,Producto,El producto cumple con lo basico segun la descripcion. Vere el desempeno durante la semana.
2025-10-07,Web,Servicio,"La atencion fue correcta, sin destacar demasiado. Soy de Bavaro y el proceso fue estandar."
2025-10-07,Web,Atencion,"La calidad del producto supero mis expectativas, se nota el cuidado. Recomendado."
2025-10-07,App,Atencion,El precio esta dentro de lo razonable para el mercado. Soy de Santiago y el proceso fue estandar.
2025-10-07,Web,Entrega,Cancelaron el pedido sin mi autorizacion ni alternativas. Muy decepcionado. Realice el reclamo en la tienda y nadie respondio.
2025-10-07,Tienda fisica,Producto,Me rechazaron el cupon en caja sin explicacion. Necesito solucion urgente.
2025-10-07,Web,Producto,Me rechazaron el cupon en caja sin explicacion.
2025-10-08,Web,Atencion,"El tiempo de entrega fue el esperado, nada fuera de lo normal. Soy de San Cristobal y el proceso fue estandar. Vere el desempeno durante la semana."
2025-10-08,Instagram,Producto,"El chat me dejo en espera mas de 30 minutos, pesima experiencia. No volvere a comprar."
2025-10-08,Tienda fisica,Atencion,La entrega llego antes de la fecha estimada y en perfecto estado.
2025-10-08,WhatsApp,Atencion,El empaque llego golpeado y la caja estaba abierta.
2025-10-08,Instagram,Atencion,Me llamaron para confirmar la orden; todo en orden. Soy de San Cristobal y el proceso fue estandar.
2025-10-08,Tienda fisica,Atencion,Cambie la direccion y el sistema lo acepto correctamente. Vere el desempeno durante la semana.
2025-10-09,Web,Atencion,El producto vino defectuoso y el cambio ha sido muy lento.
2025-10-09,WhatsApp,Atencion,"El chat me dejo en espera mas de 30 minutos, pesima experiencia. Realice el reclamo por telefono y nadie respondio."
2025-10-09,WhatsApp,Servicio,No pude rastrear el pedido; el enlace nunca funciono.
2025-10-09,Web,Servicio,Me ofrecieron una solucion inmediata y quede satisfecho.
2025-10-09,Web,Atencion,El manual es confuso y no encontre soporte tecnico util. No volvere a comprar.
2025-10-10,WhatsApp,Producto,El manual es claro y todo funciono a la primera.
2025-10-10,Tienda fisica,Entrega,El producto coincide exactamente con la descripcion y fotos del sitio.
2025-10-10,App,Entrega,La atencion fue fria y tardaron en darme respuesta. Realice el reclamo por WhatsApp y nadie respondio.
2025-10-10,App,Servicio,"El empaque es sencillo, pero suficiente para proteger. Vere el desempeno durante la semana."
2025-10-10,Tienda fisica,Servicio,El personal fue amable y paciente; me guiaron paso a paso.
2025-10-11,Tienda fisica,Entrega,No pude rastrear el pedido; el enlace nunca funciono. Necesito solucion urgente.
2025-10-11,Instagram,Producto,La posventa es inexistente; nadie se hace responsable. No volvere a comprar.
2025-10-11,Web,Producto,Cancelaron el pedido sin mi autorizacion ni alternativas. Realice el reclamo por correo y nadie respondio.
2025-10-11,App,Entrega,Me atendieron super rapido y resolvieron todo en la primera llamada. Hice el pedido desde Bavaro y todo salio excelente.
2025-10-11,Instagram,Servicio,El producto cumple con lo basico segun la descripcion. Soy de Santiago y el proceso fue estandar. Vere el desempeno durante la semana.
2025-10-11,Tienda fisica,Atencion,Pude rastrear el pedido en todo momento; transparencia total.
2025-10-11,WhatsApp,Producto,El producto vino defectuoso y el cambio ha sido muy lento.
2025-10-11,Instagram,Producto,Cancelaron el pedido sin mi autorizacion ni alternativas.
2025-10-11,WhatsApp,Servicio,El producto vino defectuoso y el cambio ha sido muy lento. Realice el reclamo por telefono y nadie respondio.
2025-10-12,WhatsApp,Producto,La descripcion no coincide con lo que recibi; me siento enganado. Muy decepcionado.
2025-10-12,Tienda fisica,Atencion,La entrega llego antes de la fecha estimada y en perfecto estado. Recomendado. Hice el pedido desde Bavaro y todo salio excelente.
2025-10-12,WhatsApp,Atencion,Me ofrecieron una solucion inmediata y quede satisfecho.
2025-10-12,Web,Servicio,El precio esta dentro de lo razonable para el mercado.
2025-10-12,Tienda fisica,Atencion,La entrega llego antes de la fecha estimada y en perfecto estado. Se ganaron un cliente fiel.
2025-10-13,Instagram,Atencion,"La calidad del producto supero mis expectativas, se nota el cuidado. Hice el pedido desde Puerto Plata y todo salio muy bien."
2025-10-13,Tienda fisica,Atencion,No pude rastrear el pedido; el enlace nunca funciono.
2025-10-13,Web,Servicio,La posventa es inexistente; nadie se hace responsable. Realice el reclamo por telefono y nadie respondio.
2025-10-14,Tienda fisica,Atencion,El producto vino defectuoso y el cambio ha sido muy lento. No volvere a comprar. Realice el reclamo por WhatsApp y nadie respondio.
2025-10-14,Instagram,Atencion,La app funciona; podria ser mas rapida en algunos pasos. Soy de San Cristobal y el proceso fue estandar. Vere el desempeno durante la semana.
2025-10-14,Instagram,Servicio,Me llamaron para confirmar detalles y evitar errores; se agradece. Se ganaron un cliente fiel. Hice el pedido desde La Romana y todo salio excelente.
2025-10-14,Tienda fisica,Entrega,El producto coincide exactamente con la descripcion y fotos del sitio. Hice el pedido desde Bavaro y todo salio perfecto.
2025-10-15,Tienda fisica,Atencion,La posventa es inexistente; nadie se hace responsable. Esperaba algo mejor. Realice el reclamo por WhatsApp y nadie respondio.
2025-10-15,Instagram,Atencion,El precio esta dentro de lo razonable para el mercado. Vere el desempeno durante la semana.
2025-10-15,Tienda fisica,Entrega,El manual es confuso y no encontre soporte tecnico util. Realice el reclamo por Instagram y nadie respondio.
2025-10-15,Web,Entrega,Muy buena experiencia en la tienda fisica; rapidos y cordiales.
2025-10-15,Web,Producto,Me rechazaron el cupon en caja sin explicacion. Realice el reclamo en la tienda y nadie respondio.
2025-10-15,Web,Entrega,No respetaron la fecha de entrega y no avisaron a tiempo. Realice el reclamo por telefono y nadie respondio.
2025-10-15,Web,Servicio,Cancelaron el pedido sin mi autorizacion ni alternativas. No volvere a comprar.
2025-10-15,Tienda fisica,Servicio,Me llamaron para confirmar detalles y evitar errores; se agradece. Volvere pronto.
2025-10-15,Instagram,Producto,Hice la compra por la web sin inconvenientes notables.
2025-10-16,Instagram,Servicio,El producto vino defectuoso y el cambio ha sido muy lento.
2025-10-16,Instagram,Atencion,Respondieron por WhatsApp en minutos; servicio al cliente de primera. Gracias por el buen servicio. Hice el pedido desde Bavaro y todo salio excelente.
2025-10-16,Web,Producto,Pude rastrear el pedido en todo momento; transparencia total. Recomendado. Hice el pedido desde Santo Domingo y todo salio excelente.
2025-10-16,Instagram,Entrega,El precio esta dentro de lo razonable para el mercado.
2025-10-16,WhatsApp,Servicio,"La atencion fue correcta, sin destacar demasiado. Soy de Puerto Plata y el proceso fue estandar."
2025-10-17,Instagram,Atencion,Los cupones y promociones si funcionan; ahorre bastante. Gracias por el buen servicio.
2025-10-17,App,Entrega,No respetaron la fecha de entrega y no avisaron a tiempo.
2025-10-17,Tienda fisica,Entrega,"El chat me dejo en espera mas de 30 minutos, pesima experiencia."
2025-10-17,Web,Atencion,El pedido llego tarde y nadie contestaba mis mensajes.
2025-10-17,WhatsApp,Servicio,Los precios son altos para la calidad que ofrecen.
2025-10-17,App,Entrega,La app se cierra al pagar y perdi el carrito varias veces. No volvere a comprar.
2025-10-18,Instagram,Producto,Respondieron por WhatsApp en minutos; servicio al cliente de primera. Hice el pedido desde Bavaro y todo salio excelente.
2025-10-18,App,Atencion,Hice la compra por la web sin inconvenientes notables.
2025-10-18,Instagram,Producto,El personal fue amable y paciente; me guiaron paso a paso. Recomendado.
2025-10-18,Tienda fisica,Producto,La app funciona; podria ser mas rapida en algunos pasos.
2025-10-19,Instagram,Atencion,Recibi el paquete hoy; todavia no lo pruebo. Vere el desempeno durante la semana.
2025-10-19,App,Entrega,La entrega llego antes de la fecha estimada y en perfecto estado. Recomendado.
2025-10-19,App,Producto,El personal fue amable y paciente; me guiaron paso a paso.
2025-10-19,App,Atencion,Me llamaron para confirmar la orden; todo en orden.
2025-10-19,Instagram,Atencion,Me rechazaron el cupon en caja sin explicacion. Realice el reclamo por Instagram y nadie respondio.
2025-10-19,Tienda fisica,Atencion,El precio esta dentro de lo razonable para el mercado.
2025-10-19,App,Producto,La app se cierra al pagar y perdi el carrito varias veces. No volvere a comprar.
2025-10-19,Web,Producto,Muy buena experiencia en la tienda fisica; rapidos y cordiales.
2025-10-19,Web,Entrega,"La calidad del producto supero mis expectativas, se nota el cuidado."
2025-10-19,Web,Producto,La descripcion no coincide con lo que recibi; me siento enganado. Realice el reclamo por telefono y nadie respondio.
2025-10-19,Tienda fisica,Servicio,El personal fue amable y paciente; me guiaron paso a paso.
2025-10-20,Web,Servicio,Los cupones y promociones si funcionan; ahorre bastante. Gracias por el buen servicio. Hice el pedido desde Santo Domingo y todo salio perfecto.
2025-10-20,Tienda fisica,Producto,El producto cumple con lo basico segun la descripcion.
2025-10-20,WhatsApp,Entrega,Los precios son altos para la calidad que ofrecen.
2025-10-21,Tienda fisica,Entrega,El producto vino defectuoso y el cambio ha sido muy lento. Necesito solucion urgente.
2025-10-21,WhatsApp,Servicio,Cancelaron el pedido sin mi autorizacion ni alternativas. Realice el reclamo por telefono y nadie respondio.
2025-10-21,Web,Atencion,Cancelaron el pedido sin mi autorizacion ni alternativas. Realice el reclamo en la tienda y nadie respondio.
2025-10-22,WhatsApp,Entrega,Cambie la direccion y el sistema lo acepto correctamente. Soy de Puerto Plata y el proceso fue estandar. Vere el desempeno durante la semana.
2025-10-22,WhatsApp,Atencion,El producto vino defectuoso y el cambio ha sido muy lento.
2025-10-22,WhatsApp,Producto,La descripcion no coincide con lo que recibi; me siento enganado. Realice el reclamo por WhatsApp y nadie respondio.
2025-10-23,Tienda fisica,Producto,Respondieron por WhatsApp en minutos; servicio al cliente de primera. Gracias por el buen servicio. Hice el pedido desde Bavaro y todo salio excelente.
2025-10-23,WhatsApp,Entrega,Los precios son altos para la calidad que ofrecen. Realice el reclamo por telefono y nadie respondio.
2025-10-23,WhatsApp,Entrega,Muy buena experiencia en la tienda fisica; rapidos y cordiales. Gracias por el buen servicio. Hice el pedido desde La Romana y todo salio excelente.
2025-10-24,App,Servicio,"El tiempo de entrega fue el esperado, nada fuera de lo normal."
2025-10-24,WhatsApp,Entrega,Me llamaron para confirmar la orden; todo en orden. Vere el desempeno durante la semana.
2025-10-24,WhatsApp,Atencion,El pedido llego tarde y nadie contestaba mis mensajes.
2025-10-24,Web,Entrega,Cancelaron el pedido sin mi autorizacion ni alternativas. Realice el reclamo por correo y nadie respondio.
2025-10-24,App,Entrega,Muy buena experiencia en la tienda fisica; rapidos y cordiales.
2025-10-24,WhatsApp,Entrega,Me ofrecieron una solucion inmediata y quede satisfecho. Volvere pronto.
2025-10-24,App,Entrega,La app se cierra al pagar y perdi el carrito varias veces. Realice el reclamo en la tienda y nadie respondio.
2025-10-24,WhatsApp,Atencion,El manual es confuso y no encontre soporte tecnico util.
2025-10-24,Web,Producto,Me rechazaron el cupon en caja sin explicacion. Necesito solucion urgente.
2025-10-25,Instagram,Producto,El personal fue amable y paciente; me guiaron paso a paso. Recomendado.
2025-10-25,Tienda fisica,Atencion,"El tiempo de entrega fue el esperado, nada fuera de lo normal. Soy de Bavaro y el proceso fue estandar."
2025-10-25,App,Entrega,La app es intuitiva y pude completar la compra sin problemas. Hice el pedido desde La Romana y todo salio perfecto.
2025-10-25,Tienda fisica,Entrega,Los precios son altos para la calidad que ofrecen. Realice el reclamo por telefono y nadie respondio.
2025-10-26,Web,Producto,Muy buena experiencia en la tienda fisica; rapidos y cordiales. Gracias por el buen servicio.
2025-10-26,Web,Atencion,El producto vino defectuoso y el cambio ha sido muy lento.
2025-10-26,Web,Servicio,Cambie la direccion y el sistema lo acepto correctamente.
2025-10-26,Instagram,Entrega,El producto coincide exactamente con la descripcion y fotos del sitio. Volvere pronto. Hice el pedido desde Puerto Plata y todo salio excelente.
2025-10-26,WhatsApp,Entrega,No respetaron la fecha de entrega y no avisaron a tiempo. Realice el reclamo por telefono y nadie respondio.
2025-10-27,Tienda fisica,Producto,El producto vino defectuoso y el cambio ha sido muy lento. Realice el reclamo por Instagram y nadie respondio.
2025-10-27,Instagram,Producto,Me ofrecieron una solucion inmediata y quede satisfecho.
2025-10-27,WhatsApp,Atencion,La posventa es inexistente; nadie se hace responsable.
2025-10-27,Web,Atencion,No pude rastrear el pedido; el enlace nunca funciono. Esperaba algo mejor.
2025-10-27,Web,Entrega,"Excelente relacion calidad-precio, definitivamente volveria a comprar."
2025-10-27,WhatsApp,Servicio,"El chat me dejo en espera mas de 30 minutos, pesima experiencia."
2025-10-28,WhatsApp,Atencion,No respetaron la fecha de entrega y no avisaron a tiempo. No volvere a comprar.
2025-10-29,WhatsApp,Entrega,Los cupones y promociones si funcionan; ahorre bastante.
2025-10-29,Tienda fisica,Entrega,La entrega llego antes de la fecha estimada y en perfecto estado.
2025-10-29,Web,Entrega,La app se cierra al pagar y perdi el carrito varias veces. No volvere a comprar. Realice el reclamo en la tienda y nadie respondio.
2025-10-29,Web,Servicio,La posventa es inexistente; nadie se hace responsable.
2025-10-29,Tienda fisica,Atencion,Me rechazaron el cupon en caja sin explicacion.
2025-10-30,Web,Servicio,El personal fue amable y paciente; me guiaron paso a paso. Hice el pedido desde Santo Domingo y todo salio muy bien.
2025-10-30,Tienda fisica,Servicio,"Excelente relacion calidad-precio, definitivamente volveria a comprar. Hice el pedido desde La Romana y todo salio excelente."
2025-10-30,Instagram,Entrega,La app se cierra al pagar y perdi el carrito varias veces.
2025-10-30,Web,Servicio,La atencion fue fria y tardaron en darme respuesta.
2025-10-30,Instagram,Producto,Cambie la direccion y el sistema lo acepto correctamente. Soy de La Romana y el proceso fue estandar.
2025-10-30,Web,Entrega,En la tienda fisica me pasaron de un empleado a otro sin resolver.
2025-10-31,Web,Entrega,La descripcion no coincide con lo que recibi; me siento enganado.
2025-10-31,App,Atencion,Recibi el paquete hoy; todavia no lo pruebo. Soy de La Romana y el proceso fue estandar.
